2017-02-24 01:32:05,0.0,0.0,0.0
2017-02-24 01:32:09,29.9
2017-02-24 01:32:10,29.9
2017-02-24 01:32:11,29.9
2017-02-24 01:32:12,32.3
2017-02-24 01:32:13,32.3
2017-02-24 01:32:14,32.3
2017-02-24 01:32:15,32.3
2017-02-24 01:32:16,32.2
2017-02-24 01:32:17,32.2
2017-02-24 01:32:18,32.2
2017-02-24 01:32:19,32.2
2017-02-24 01:32:20,32.0
2017-02-24 01:32:21,32.0
2017-02-24 01:32:22,31.9
2017-02-24 01:32:23,31.9
2017-02-24 01:32:24,31.8
2017-02-24 01:32:25,31.8
2017-02-24 01:32:26,31.8
2017-02-24 01:32:27,31.8
2017-02-24 01:32:28,31.7
2017-02-24 01:32:29,31.6
2017-02-24 01:32:30,31.4
2017-02-24 01:32:31,31.4
2017-02-24 01:32:32,31.3
2017-02-24 01:32:33,31.3
2017-02-24 01:32:34,31.2
2017-02-24 01:32:35,31.2
2017-02-24 01:32:36,31.1
2017-02-24 01:32:37,31.1
2017-02-24 01:32:38,30.9
2017-02-24 01:32:39,30.9
2017-02-24 01:32:40,30.8
2017-02-24 01:32:41,30.8
2017-02-24 01:32:42,30.8
2017-02-24 01:32:43,30.8
2017-02-24 01:32:44,30.8
2017-02-24 01:32:45,30.8
2017-02-24 01:32:46,30.8
2017-02-24 01:32:47,30.8
2017-02-24 01:32:48,30.8
2017-02-24 01:32:49,30.8
2017-02-24 01:32:50,30.8
2017-02-24 01:32:51,30.2
2017-02-24 01:32:52,30.2
2017-02-24 01:32:53,30.2
2017-02-24 01:32:54,30.2
2017-02-24 01:32:55,30.2
2017-02-24 01:32:56,30.2
2017-02-24 01:32:57,30.2
2017-02-24 01:32:58,30.2
2017-02-24 01:32:59,30.2
2017-02-24 01:33:00,30.2
2017-02-24 01:33:01,30.2
2017-02-24 01:33:02,30.2
2017-02-24 01:33:03,30.2
2017-02-24 01:33:04,30.2
2017-02-24 01:33:05,29.6
2017-02-24 01:33:06,29.6
2017-02-24 01:33:07,29.5
2017-02-24 01:33:08,29.5
2017-02-24 01:33:09,29.5
2017-02-24 01:33:10,29.5
2017-02-24 01:33:11,29.4
2017-02-24 01:33:12,29.4
2017-02-24 01:33:13,29.4
2017-02-24 01:33:14,29.3
2017-02-24 01:33:15,29.3
2017-02-24 01:33:16,29.3
2017-02-24 01:33:17,29.3
2017-02-24 01:33:18,29.3
2017-02-24 01:33:19,29.3
2017-02-24 01:33:20,29.3
2017-02-24 01:33:21,29.3
2017-02-24 01:33:22,29.3
2017-02-24 01:33:23,29.3
2017-02-24 01:33:24,29.3
2017-02-24 01:33:25,29.3
2017-02-24 01:33:26,29.3
2017-02-24 01:33:27,29.3
2017-02-24 01:33:28,29.3
2017-02-24 01:33:29,29.3
2017-02-24 01:33:30,29.3
2017-02-24 01:33:31,29.3
2017-02-24 01:33:32,29.3
2017-02-24 01:33:33,29.3
2017-02-24 01:33:34,29.3
2017-02-24 01:33:35,29.3
2017-02-24 01:33:36,29.3
2017-02-24 01:33:37,29.3
2017-02-24 01:33:38,29.3
2017-02-24 01:33:39,29.3
2017-02-24 01:33:40,29.3
2017-02-24 01:33:41,29.3
2017-02-24 01:33:42,29.3
2017-02-24 01:33:43,29.3
2017-02-24 01:33:44,29.3
2017-02-24 01:33:45,29.3
2017-02-24 01:33:46,29.3
2017-02-24 01:33:47,29.3
2017-02-24 01:33:48,29.3
2017-02-24 01:33:49,29.3
2017-02-24 01:33:50,29.3
2017-02-24 01:33:51,29.3
2017-02-24 01:33:52,29.3
2017-02-24 01:33:53,29.3
2017-02-24 01:33:54,29.3
2017-02-24 01:33:55,29.3
2017-02-24 01:33:56,29.3
2017-02-24 01:33:57,29.3
2017-02-24 01:33:58,29.3
2017-02-24 01:33:59,29.3
2017-02-24 01:34:00,29.3
2017-02-24 01:34:01,29.3
2017-02-24 01:34:02,29.3
2017-02-24 01:34:03,29.3
2017-02-24 01:34:04,29.3
2017-02-24 01:34:05,29.3
2017-02-24 01:34:06,29.3
2017-02-24 01:34:07,29.3
2017-02-24 01:34:08,29.3
2017-02-24 01:34:09,29.3
2017-02-24 01:34:10,29.3
2017-02-24 01:34:11,29.3
2017-02-24 01:34:12,29.3
2017-02-24 01:34:13,29.3
2017-02-24 01:34:14,29.3
2017-02-24 01:34:15,29.3
2017-02-24 01:34:16,29.3
2017-02-24 01:34:17,29.3
2017-02-24 01:34:18,29.3
2017-02-24 01:34:19,29.3
2017-02-24 01:34:20,29.3
2017-02-24 01:34:21,29.3
2017-02-24 01:34:22,29.3
2017-02-24 01:34:23,29.3
2017-02-24 01:34:24,29.3
2017-02-24 01:34:25,29.3
2017-02-24 01:34:26,29.3
2017-02-24 01:34:27,29.3
2017-02-24 01:34:28,29.3
2017-02-24 01:34:29,29.3
2017-02-24 01:34:30,29.3
2017-02-24 01:34:31,29.3
2017-02-24 01:34:32,29.3
2017-02-24 01:34:33,29.3
2017-02-24 01:34:34,29.3
2017-02-24 01:34:35,29.3
2017-02-24 01:34:36,29.3
2017-02-24 01:34:37,29.3
2017-02-24 01:34:38,29.3
2017-02-24 01:34:39,29.3
2017-02-24 01:34:40,29.3
2017-02-24 01:34:41,29.3
2017-02-24 01:34:42,29.3
2017-02-24 01:34:43,29.3
2017-02-24 01:34:44,29.3
2017-02-24 01:34:45,29.3
2017-02-24 01:34:46,29.3
2017-02-24 01:34:47,29.3
2017-02-24 01:34:48,29.3
2017-02-24 01:34:49,29.3
2017-02-24 01:34:50,29.3
2017-02-24 01:34:51,29.3
